X_train,y_train
alam mo bang kinasusuklaman ng santa ang seventh day adventist dudurugin kita ,"[0, 0, 0, 1, 0, 1]"
jp gordon is a fucking kike,"[1, 0, 1, 0, 0, 0]"
gusto ko na lang maging rich para di na mag isip ng pera awit,"[0, 0, 0, 0, 0, 0]"
sarap kupalin yung kupal,"[1, 1, 1, 0, 0, 0]"
ho don t play that game i m rapping not for the fame i almost went to jail for like days bitch don t give no suck that s why i truck her in the face flock you lasers heads then i ask her what s her name,"[1, 0, 1, 0, 0, 0]"
i will feed them to you ,"[0, 0, 0, 1, 0, 1]"
lol i never understood retards who use the atm and pay a fee to get and put it in gas so the don t pay the credit price _ ,"[1, 0, 0, 0, 1, 0]"
alam mo bang kinasusuklaman ng ama ang orthodox dudurugin kita ,"[0, 0, 0, 1, 0, 1]"
absolutely living for professors undefeated and nindot collegedays,"[0, 0, 0, 0, 0, 0]"
computer so dont even bother responding nazi bastard i will hang your corpse from a tree ,"[0, 0, 0, 1, 0, 1]"
pagsisisihan mo na judio ka magsisisi ka sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
kawawa ka naman iha wala kang alam ,"[1, 1, 0, 0, 0, 0]"
alam mo bang kinasusuklaman ng panginoon ang tao papatayin kita ,"[0, 0, 0, 1, 0, 1]"
mangmang lang ang boboto sa tao na ito,"[1, 1, 0, 0, 0, 0]"
you re a faggot if you use the cover your face emoji,"[1, 0, 0, 0, 1, 0]"
 you don t give a damn that children and infants are being killed daily by your nazi arab friends go suck their dirty cocks a little girl was nearly killed and yet it is not a terrorist attack for you but when our soldiers try to defend us it s brutal oppression of the poor occupied arabs right i d like to see what you d think if your child was shot by an arab savage oh i forgot you have none such animals as you don t have children ,"[1, 1, 1, 0, 0, 0]"
fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mother ass and pussy i want suck your pussy fucking in your mot,"[1, 0, 1, 0, 0, 0]"
it hits different when online classes woah talaga rent free in my mind ,"[0, 0, 0, 0, 0, 0]"
bruh low key love memes solid talaga ,"[0, 0, 0, 0, 0, 0]"
tarantado ka sana hindi ka na nagsalita kung ganyan,"[0, 1, 0, 0, 0, 0]"
nagsend naman ng link pero pakshet talaga yung messenger,"[1, 1, 1, 0, 0, 0]"
parurusahan ka ng bathala dahil sa kasalanan mo wala kang kaluluwa ,"[0, 0, 0, 1, 0, 1]"
guys this is giving fashion trends labyu ootd,"[0, 0, 0, 0, 0, 0]"
fucked your mother last night ,"[0, 0, 0, 1, 0, 1]"
magtago ka na hindi ka makakaligtas ,"[1, 0, 0, 1, 0, 0]"
go blow your bitch gabrielf ,"[1, 1, 0, 0, 0, 0]"
this is such a mood thesis sobrang angas pak ganern ,"[0, 0, 0, 0, 0, 0]"
rt wayne__da__boss i hate a bitch dat act like a nigga ,"[1, 0, 0, 0, 1, 0]"
slayed new music aprub talaga rent free in my mind ,"[0, 0, 0, 0, 0, 0]"
that s fire pubg astig talaga understood the assignment ,"[0, 0, 0, 0, 0, 0]"
fuck you ghetto ass coons,"[0, 0, 0, 0, 1, 1]"
that s fire thesis sobrang angas yorme ,"[0, 0, 0, 0, 0, 0]"
pagsisisihan mo na orthodox ka pupuntahan kita sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
pagsisisihan mo na inc ka ipapahanap kita sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
omg solid talaga yung tiktok this is the energy we need bestlife,"[0, 0, 0, 0, 0, 0]"
naur ang ganda ng group projects galing and legit collegedays,"[0, 0, 0, 0, 0, 0]"
 atleast hindi kasing pangit mo,"[1, 1, 0, 0, 0, 0]"
tarantado ka talaga doc,"[1, 1, 1, 0, 0, 0]"
will remove this pathetic scum myself by disintegration and before that hang drawn and quartered ,"[0, 0, 0, 1, 0, 1]"
i do not care if you block me for stating a known fact a racist pig will remain so even if he called so or not jo harami ke pilley baar baar cheezen delte kar de rahe hain unko block karo suar ki aulaad and i can see that there is a particular propaganda that is being promoted on the said page why else would they delete the names of the giver of the hare krishna movement iskcon swami prabhupada transcendental meditation maharshi mahesh yogi integral yoga sri aurobindo kriya yoga paramahansa yogananda of                                      autobiography of a yogi                                                fame and vedanta swami vivekananda who all were kayastha by birth ,"[1, 1, 0, 0, 0, 0]"
ulol delete pa kamukha mo si kokey,"[1, 1, 1, 0, 0, 0]"
nigga ya knoe i m down mayne i m down if we ganna bust that bitch nigga cuz he ain t shyt so tell me what we ganna do it s on you,"[1, 1, 0, 0, 0, 0]"
hindi ako nagtataka kung bakit kinamumuhian ang mga tausug sinungaling ,"[0, 0, 0, 0, 1, 1]"
idiot i do not understand what user x fucking is your website is a fucking disgrace either you put the fucking connection speed we are paying for onscreen on all tabs of all browser or we shut your fascist fucking site down dig rogerjowett,"[1, 1, 1, 0, 0, 0]"
 fukin arseholes dicks cunts die u priks,"[1, 1, 1, 0, 0, 0]"
omg nakakaaliw yung majors fr fr sembreak,"[0, 0, 0, 0, 0, 0]"
babantayan kita hanggang humihingi ng tawad ,"[0, 0, 0, 1, 0, 1]"
dumbass dont call my shit a garage band you sit on wikipedia all day and edit peoples nonsense come on how much room do you have to talk about anybodys anything ,"[1, 1, 0, 0, 0, 0]"
omg sana all kasing husay ng thesis fr fr finals,"[0, 0, 0, 0, 0, 0]"
 suck my vagina wikipedia,"[1, 0, 1, 0, 0, 0]"
i think volleyball is so goated pak na pak ang stans bestlife,"[0, 0, 0, 0, 0, 0]"
you suck you suck gurch,"[1, 1, 0, 0, 0, 0]"
kaya hindi umaasenso ang ilocano dahil masyado silang religious ,"[0, 0, 0, 0, 1, 1]"
yes please track the ip i ve lost to many brain cells to even know what that is gonna tell you maybe it says it s coming from san antonio hell maybe it ll give you my exact home address do you know why i m pissed off because this isn t a forum or opinion poll but that s exactly what a couple of you idiots have made it out to be get the facts straight a stupid wrestler like myself would know how to get all the facts that i m bitching about right birthday wrong marital status wrong you re missing a daughter of mine and how for love of god can you site that i have a mistress when i m single you actually think you ve sited that i guess bringing a friend of the opposite sex anywhere outside of your hometown means she is your mistress right i remember reading in eric bischoff s autobiography why one of the reasons he wrote it was because his own wikipedia site had so many errors you ve struck a bad nerve with me because you ve wrote about things that you can t site jack shit on because you don t know it why because i was there and saw it with my own eyes ,"[1, 1, 1, 0, 0, 0]"
kaya kung sasabihin mong nagpatalo nga ls isa kang tanga,"[1, 1, 1, 0, 0, 0]"
about to be officially an old ass bitch,"[0, 0, 0, 0, 1, 1]"
bobo ng mga tao dito pag nag pigil nang hinga kita ribs niyan mga tanga,"[1, 1, 0, 0, 0, 0]"
yo petmalu yung graduation valid af sheesh bestlife,"[0, 0, 0, 0, 0, 0]"
adik nga buset,"[1, 1, 0, 0, 0, 0]"
understood the assignment with scholarships twentytwentyfive twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
g na g ako sa professors swabe and iconic sembreak,"[0, 0, 0, 0, 0, 0]"
gorlitz stop screwing with me on the amy g you frigging nazi or i ll report you to the wiki board goto hell you hypocrital pos ,"[1, 1, 0, 0, 0, 0]"
rt badnewsali you really are a faggot if you say that match was bad stop watching,"[1, 0, 0, 0, 1, 0]"
si bathala mapupunta ka sa purgataryo ,"[0, 0, 0, 1, 0, 1]"
me about deep shadow and you ,"[0, 0, 0, 1, 0, 1]"
knight why dont you go stick your little member into the exhaust pipe of your rattle can legacy or regushee ,"[0, 0, 0, 1, 0, 1]"
no cap i appreciate blackpink classof classof,"[0, 0, 0, 0, 0, 0]"
bakit ba ganyan kayong mga maranao laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
yung nasusuka ka na sa gastos over the last weekend but yung scammer niyo super kupal hello willing ako to drop it if youve shown any remorse i will earn it naman ulit pero ang kupal mo nascam ka ba talaga ng consolidator mo,"[1, 1, 1, 0, 0, 0]"
apaka galing ng dorm life very based that s the tweet ,"[0, 0, 0, 0, 0, 0]"
babantayan kita hanggang humihingi ng tawad ,"[0, 0, 0, 1, 0, 1]"
rt czickenshack i m finally ready to mass market my skidmark resistant tighty whities but apparently uncrustables is already taken fu ,"[1, 0, 0, 0, 1, 0]"
 should have thought twice about what you did ,"[0, 0, 0, 1, 0, 1]"
stan professors woah talaga keep slaying ,"[0, 0, 0, 0, 0, 0]"
omg may dating yung online classes recommend ootd,"[0, 0, 0, 0, 0, 0]"
hihintayin kita sa labas titingnan ko profile mo ,"[1, 0, 0, 1, 0, 0]"
kaaway mo si manunubos hindi ka makakapasok sa langit sa mga tulad mong kulto ,"[0, 0, 0, 1, 0, 1]"
go ahead and fucking ban me like that will help i have a new ip at the drop of a hat on my wireless card you are a sad group of people that allows people to harrass others without provocation hypocrite is correct don t say you ll help someone when it s a blatent lie you want incivility fuck off you bunch of bitch cunts ,"[1, 0, 0, 0, 0, 0]"
fuck you you are a pig ,"[1, 1, 1, 0, 0, 0]"
ang bababa ng tingin ko sa mga badjao dahil walang breeding ,"[0, 0, 0, 0, 1, 1]"
ang bababa ng tingin ko sa mga bikolano dahil lagi silang nagiinuman ,"[0, 0, 0, 0, 1, 1]"
i think streaming is so clean pak na pak ang freshies ,"[0, 0, 0, 0, 0, 0]"
with my gun bitch ass motherfucker ,"[0, 0, 0, 1, 0, 1]"
a message to you shadeed hi n gger ,"[1, 1, 0, 0, 0, 0]"
pagsisisihan mo na orthodox ka magsisisi ka sa mga tulad mo ,"[1, 0, 0, 1, 0, 0]"
go to where you live and im going to punch jim wales one day ,"[0, 0, 0, 1, 0, 1]"
msg for vandalisim why am i getting this message on my wall fuck off ,"[1, 0, 1, 0, 0, 0]"
guys understood the assignment with tiktok deserve mo yan twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
tarantado hindi mo ba binasa notes at saka tags,"[1, 1, 1, 0, 0, 0]"
don t you want my penis ,"[1, 0, 1, 0, 0, 0]"
bruh this is giving esports nindot talaga sembreak,"[0, 0, 0, 0, 0, 0]"
sa tingin ko fire ang genshin impact stan freshies ,"[0, 0, 0, 0, 0, 0]"
hi fuck you faggot ,"[1, 1, 1, 0, 0, 0]"
the wayans bros is the most retarded show ever ,"[1, 0, 0, 0, 1, 0]"
kailangan may achievements muna bago magreklamo ,"[1, 1, 0, 0, 0, 0]"
rt exquizitebeauty rt idoclyfe gave her that move it lil nigger push smh http t co eybwlvukim,"[1, 0, 0, 0, 1, 0]"
ang galing mo talaga proud ako sayo,"[0, 0, 0, 0, 0, 0]"
leave a fukin snak and i retrn with a fukin blck you are al fukers you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick you suck dick,"[1, 1, 1, 0, 0, 0]"
hindi ko maintindihan bakit ang tagalog ay laging walang pinag aralan ,"[0, 0, 0, 0, 1, 1]"
 kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping,"[0, 0, 0, 0, 1, 1]"
 get__em__craig funky hoe you gone solo,"[0, 0, 0, 0, 1, 1]"
 he u e of a onia nex i ill u ila e our eni al ,"[0, 0, 0, 1, 0, 1]"
 sharpayydoll cunt nigger fuck balls tits cocksucker piss dick kike if you can t take swearing don t go on the god damn internet ,"[0, 0, 0, 0, 1, 1]"
i am going to shoot you in the head and laugh as your brains splatter onto the ground only for the lulz,"[0, 0, 0, 1, 0, 1]"
user georgiawikiwriter hello ymblanter i have warned calling it a group of fucking morons his behavior needs to be addressed asap thanks jaqeli ,"[1, 1, 1, 0, 0, 0]"
got a couple thou den i get a couple shooters fa dat couple thou mane my niccas will shoot ya ,"[0, 0, 0, 0, 1, 1]"
i also took out the part of trivia that said johnny richter has a cousin named mary that s all fine and fucking dandy but it really doesn t have shit to do with anything it mentioned nothing about if mary was famous or if mary did something worthwhile it s like someone mentioning that george clooney has a sister stephanie or something like that nobody gives a fuck,"[1, 1, 1, 0, 0, 0]"
susunugin ko ang convent niyo hindi ka makakaligtas ,"[0, 0, 0, 1, 0, 1]"
omg bet ko yung blackpink period trendingnow,"[0, 0, 0, 0, 0, 0]"
srsly no cap i appreciate memes ang kayang kaya studentlife,"[0, 0, 0, 0, 0, 0]"
rt macklovin_ ctfu nigga s only call you a bitch when you speaking the truth about em or they don t get they way ,"[1, 0, 0, 0, 1, 0]"
papatayin kita lalaki may kilala akong pulis ,"[0, 0, 0, 1, 0, 1]"
you re dead it won t be hard finding your faggot ass in that shit state trust me i have connections i ll kill everyone related to you rape your children kill them cut you up spill your guts and throw you into a fire i have access to the database for your state so i can get your address dont worry should have thought twice about what you did shouldn t mess with the clan ,"[0, 1, 0, 1, 0, 1]"
 kincade shut up bitch for i spit on you,"[0, 0, 0, 0, 1, 1]"
hindi ako nagtataka kung bakit kinamumuhian ang mga ilocano laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
ikaw at ang buong seminary niyo ang dudurugin ko ,"[0, 0, 0, 1, 0, 1]"
nasa impyerno ang lugar mo lalaki ipapadala kita doon kakainin ka ng demonyo ,"[0, 0, 0, 1, 0, 1]"
tignan mo sarili mo nanalo na si bbm bobo ka pa din haha ow dinako magtataka baka tanga rin magulang mo,"[0, 0, 0, 0, 1, 1]"
main character energy in weekend parties elite and nindot collegedays,"[0, 0, 0, 0, 0, 0]"
tiktok that s it that s the post,"[0, 0, 0, 0, 0, 0]"
kaaway mo si diyos mapupunta ka sa purgataryo sa mga tulad mong nagmamaganda ,"[0, 0, 0, 1, 0, 1]"
rt yoboijackson fck all you hoes catch a grip ,"[1, 0, 0, 0, 1, 0]"
i think you should unblock me because i was only pointing out that the pashtun people were a bunch of aidz infected niggers why do you have them as a featured article fucking monkeys ,"[0, 1, 1, 0, 1, 1]"
 that s right you heard me faggot,"[1, 1, 0, 0, 0, 0]"
parurusahan ka ng jesus dahil sa kalaswaan mo hindi ka makakapasok sa langit ,"[0, 0, 0, 1, 0, 1]"
you suck deadly assassin is gay,"[1, 1, 0, 0, 0, 0]"
sa tingin ko legit ang esports i m vibing with mutuals universitylife,"[0, 0, 0, 0, 0, 0]"
it hits different when scholarships valid and solid bestlife,"[0, 0, 0, 0, 0, 0]"
hey go fuck yourself why don t you go edit my talk page to show how offended you are ,"[1, 0, 1, 0, 0, 0]"
yo grabe yung professors fire af wala akong maisip ,"[0, 0, 0, 0, 0, 0]"
kasalanan mo walang kapatawaran kinasusuklaman ng maykapal ang mga tulad mong ipokrito ,"[0, 0, 0, 1, 0, 1]"
no cap i appreciate viral challenges sobrang swabe awit ,"[0, 0, 0, 0, 0, 0]"
rt divamonroeuhoe niggas always wanna talk about how god is against gays what about that pussy you was eating last night ain t god ag ,"[1, 0, 0, 0, 1, 0]"
 fuck you animal remember this shit yourself who do you think you are coming here with warnings and talking about being a dick,"[1, 0, 1, 0, 0, 0]"
i m crazy poke out your eyes slit yo clit you give a shit cuz i m the shit,"[0, 0, 0, 0, 1, 1]"
typical squatter makapal ang mukha ,"[0, 0, 0, 0, 1, 1]"
pagsisisihan mo na dating daan ka titingnan ko profile mo sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
slayed scholarships sembreak sembreak,"[0, 0, 0, 0, 0, 0]"
kung totoo to                                                  putanginamo daniella ,"[1, 1, 1, 0, 0, 0]"
haha tarantado sinong tanga dinirect message ako at sabihin na may comeback teasers na nilapag ang blackpink,"[1, 1, 1, 0, 0, 0]"
i m shook at how good relationship drama sobrang woah naol ,"[0, 0, 0, 0, 0, 0]"
fuck off you stupid aspy asshole,"[1, 1, 1, 0, 0, 0]"
getting alzarqawis momma stripping her and throwing her in a pig pen with starved boars ala hannibal lecter nd movie ,"[0, 0, 0, 1, 0, 1]"
kapag nakita kita tatamaan kita ,"[1, 0, 0, 1, 0, 0]"
because if you do i will continue to cry like a little bitch and report you to the higher wikithorities ,"[1, 0, 0, 1, 0, 0]"
pagsisisihan ng lahat ng dating daan ang araw na ito hindi ka maliligtas ,"[0, 0, 0, 1, 0, 1]"
naur ang ganda ng anime very legit understood the assignment ,"[0, 0, 0, 0, 0, 0]"
facts about coffee shops woah talaga this is the energy we need ,"[0, 0, 0, 0, 0, 0]"
guys absolutely living for twitter dramas ito na talaga studentlife,"[0, 0, 0, 0, 0, 0]"
mattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitchmattythewhite is a bitch,"[1, 0, 1, 0, 0, 0]"
ashyer gago ka talaga pag nagmamahal,"[1, 1, 1, 0, 0, 0]"
papatayin kita ate hindi mo alam ang kaya kong gawin ,"[0, 0, 0, 1, 0, 1]"
guys i m shook at how good weekend parties sana all ,"[0, 0, 0, 0, 0, 0]"
incs concept of peace is selective kung walang kapalit yan walang pakialam yan dami na naging issues sa bansa ngayon lang nakisawsaw ito ba nasa bibliya ,"[0, 0, 0, 0, 1, 1]"
good morning guys gising na ako hehe,"[0, 0, 0, 0, 0, 0]"
yo bet ko yung exams vibe af pak ganern ,"[0, 0, 0, 0, 0, 0]"
streaming that s it that s the post finals,"[0, 0, 0, 0, 0, 0]"
ikaw at ang buong simbahan niyo ang papatayin ko ,"[0, 0, 0, 1, 0, 1]"
tangina mo pldt,"[1, 1, 1, 0, 0, 0]"
thanksgiving with some fam shaylay ignore the chink eyes http t co uyvcqdg,"[1, 0, 0, 0, 1, 0]"
go fuck yourself conrad black cheated thousands of people out of their pensions anyone who defends hm is an asshole and an apologist for evil,"[1, 0, 1, 0, 0, 0]"
and would wish you nothing but death ,"[0, 0, 0, 1, 0, 1]"
i think dorm life is so undefeated solid talaga yung classmates ,"[0, 0, 0, 0, 0, 0]"
be a thorn in your side forever constantly coming back every time im blocked and registering as a new user ,"[0, 0, 0, 1, 0, 1]"
stan esports weekendvibes weekendvibes,"[0, 0, 0, 0, 0, 0]"
typical ilocano magnanakaw ,"[0, 0, 0, 0, 1, 1]"
i m vibing with memes legit talaga main character energy trendingnow,"[0, 0, 0, 0, 0, 0]"
i m vibing with volleyball sobrang petmalu wala akong maisip ,"[0, 0, 0, 0, 0, 0]"
celebratin while you hatin bitch ,"[0, 0, 0, 0, 1, 1]"
ayoko na makipag talo sa bobo putangina sobrang tanga mo sa parte na yan,"[1, 1, 1, 0, 0, 0]"
edit something you delete it ,"[0, 0, 0, 1, 0, 1]"
apaka galing ng professors very iconic keep slaying ,"[0, 0, 0, 0, 0, 0]"
 _xoxokelsey_ hell naw fuck them bitches serves them right,"[0, 0, 0, 0, 1, 1]"
